total_lots,lot_type,lots_available,carpark_number,update_datetime,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,latitude,longitude
370,C,270,TPM3,2023-02-27T09:37:40,BLK 171A LORONG 1 TOA PAYOH,28992.1869,34772.9821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.95,N,1.3307490035221916,103.84223393404972
200,C,84,TPM7,2023-02-27T09:35:54,BLK 120A LORONG 2 TOA PAYOH,29402.5995,35779.293,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.339849706133816,103.84592176737183
800,C,509,TPM8,2023-02-27T09:35:26,BLK 11A LORONG 8 TOA PAYOH,30889.8975,35423.8667,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3366352513195696,103.85928598754207
852,C,840,TPM9,2020-09-08T15:53:52,BLK 10A LORONG 7 TOA PAYOH,30723.296,35473.1848,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3370812821443876,103.85778898074965
505,C,359,TPMA,2023-02-27T09:37:31,BLK 60A LORONG 4 TOA PAYOH,29982.6197,35409.3079,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3365036597802413,103.85113356861135
601,C,476,TPMB,2023-02-27T09:35:59,BLK 156A LORONG 1 TOA PAYOH,29326.8155,35027.9474,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3330548065505448,103.84524077047034
633,C,512,TPMC,2023-02-27T09:37:53,BLK 110A LORONG 1 TOA PAYOH,29429.1872,36009.9728,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.3419358910635928,103.84616068448071
145,C,110,TPMD,2023-02-27T09:37:32,BLK 161A LORONG 1 TOA PAYOH,29290.1401,34713.1702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.3302080747111147,103.84491120787689
172,C,129,TPME,2023-02-27T09:35:05,BLK 93A LORONG 4 TOA PAYOH,29839.4181,35624.0957,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.338446133420941,103.84984683207814
458,C,326,TPMF,2023-02-27T09:35:49,BLK 141A LORONG 2 TOA PAYOH,29366.473,35261.4638,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.3351666442919834,103.8455971261008
246,C,163,TPMH,2023-02-27T09:35:59,BLK 260 KIM KEAT AVENUE,30679.7745,34913.8565,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N,1.3320229196131697,103.85739786556707
657,C,445,TPMJ,2023-02-27T09:35:49,BLK 146A LORONG 2 TOA PAYOH,29353.495,35161.8974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,2.15,N,1.3342662016697888,103.84548050687825
173,C,100,TPMK,2023-02-27T09:35:55,BLK 194A KIM KEAT AVE,30810.4264,34798.1948,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.3309769044577373,103.85857183592486
266,C,162,TPML,2023-02-27T09:35:40,BLK 233A LOR 8 TOA PAYOH,30849.5226,35599.7494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N,1.3382258757437373,103.85892321210068
259,C,138,TPMM,2023-02-27T09:35:40,BLK 227A LOR 8 TOA PAYOH,30747.1931,35686.9065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N,1.339014103039558,103.85800372941638
779,C,100,SK24,2023-02-27T09:34:38,BLK 185 RIVERVALE CRESCENT,36172.8047,41735.4985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3937143837711425,103.90675769276932
225,C,107,HG17,2023-02-27T09:35:18,BLK 231/233/235/237 HOUGANG STREET 21,34080.7076,37750.4416,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3576754848491686,103.8879577327896
823,C,708,HG75,2023-02-27T09:35:24,BLK 172A HOUGANG AVENUE 1,34196.4873,36967.1434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3505915942279874,103.88899792755912
404,C,295,HG86,2023-02-27T09:37:34,BLK 946A HOUGANG STREET 92,33253.8313,39628.6415,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.374661406137119,103.8805280390918
1010,C,880,HG92,2023-02-27T09:35:21,BLK 373A HOUGANG STREET 31,34315.7845,38258.1777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3622672179706894,103.89007015976657
320,C,119,Q86,2023-02-27T09:28:10,BLK 148A MEI LING STREET,24722.8381,30771.7904,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.8,N,1.2945634816894223,103.8038718685725
20,C,4,Q19,2023-02-27T09:28:10,BLK 151 MEI LING STREET,24654.5215,30786.998,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0.0,0.0,N,1.2947010066058078,103.80325801294278
200,C,78,MLM1,2023-02-27T09:28:23,BLK 161A MEI LING ST,24684.8066,30491.8693,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.2920319699769376,103.80353016873036
148,C,43,STM1,2023-02-27T09:30:36,BLK 169A STIRLING ROAD,24647.2485,30296.4074,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.0,N,1.2902642774663702,103.80319271421516
199,C,92,STM2,2023-02-27T09:30:36,BLK 171A STIRLING ROAD,24703.9688,30248.287,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.2898290995549109,103.80370237466215
100,C,0,STM3,2023-02-27T09:30:37,BLK 168-171 STIRLING ROAD,24662.1367,30248.061,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.289827051258621,103.8033264959869
218,C,91,Q88,2023-02-27T09:36:27,BLK 19A QUEEN'S CLOSE,24354.2159,30597.8694,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.292990560657612,103.80055965992064
149,C,42,Q8,2023-02-27T09:36:27,BLK 19/23A/23B QUEENS CLOSE,24244.0036,30732.3137,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.294206414375908,103.79956933961495
343,C,120,CDM,2023-02-27T09:28:52,BLK 54 C'WEALTH DR,23934.8536,31553.8887,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N,1.3016364093624113,103.79679138790385
153,C,99,PL16,2023-02-27T09:37:01,BLK 180 EDGEFIELD PLAINS,36463.3164,42276.7143,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N,1.3986088574081823,103.90936832589145
291,C,155,PL19,2023-02-27T09:36:34,"BLK 186-188,190-192 PUNGGOL CENTRAL",36545.1733,42395.6863,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2.0,2.15,Y,1.3996847723542245,103.91010391091997
749,C,600,PL24,2023-02-27T09:37:02,BLK 178 & 193 EDGEFIELD PLAINS,36348.4338,42380.9942,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2.0,2.15,Y,1.3995519599597015,103.90833604330294
399,C,271,PL38,2023-02-27T08:17:29,BLK 612 PUNGGOL DRIVE,36381.5675,42939.0974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4045992306191062,103.90863393763146
192,C,121,PL50,2023-02-27T09:36:40,BLK 211 PUNGGOL WALK,35358.2193,42587.4444,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6.0,2.15,N,1.4014192894388875,103.89943821756714
321,C,207,PL51,2023-02-27T09:36:41,BLK 213 PUNGGOL WALK,35270.4165,42433.5886,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N,1.4000278960765058,103.89864919917387
464,C,259,CK2,2023-02-27T09:37:35,BLK 109/117 TECK WHYE LANE,18880.332,40136.4375,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3792527806804915,103.75137165184242
84,C,38,A28,2023-02-27T09:35:24,BLK 103/105/107 ANG MO KIO ST 11,28461.3669,39295.5961,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3716499282813732,103.83746428814884
310,C,118,A31,2023-02-27T09:35:22,BLK 119/128 ANG MO KIO ST 12,29155.32,39163.04,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3704511192782465,103.84369994453289
157,C,74,A44,2023-02-27T09:35:22,BLK 459/456 ANG MO KIO ST 44,30856.9781,38804.1956,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.367205743273231,103.8589905085289
251,C,148,A27,2023-02-27T09:35:25,BLK 108/109/110 ANG MO KIO ST 11,28556.67,39153.3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N,1.3703630515467662,103.8383206515408
354,C,236,A75,2023-02-27T09:35:29,BLK 177/182 ANG MO KIO AVE 4,28597.1669,39798.961,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.376202178062335,103.83868455774709
754,C,567,SE41,2023-02-27T09:35:32,BLK 546A SERANGOON NORTH AVE 3,32105.7886,39560.7557,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.3740476540994038,103.87021204033407
188,C,133,A2,2023-02-27T09:35:18,BLK 206/207 ANG MO KIO STREET 22,29082.59,38697.07,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3662370557741195,103.84304639719981
234,C,154,A94,2023-02-27T09:35:18,BLK 104C ANG MO KIO STREET 11,28556.1477,39318.8058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3718598268833135,103.8383159614014
175,C,121,HG1D,2023-02-27T09:35:28,BLK 376 HOUGANG ST 32,34765.7308,38421.4154,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.363743381472033,103.89411326609518
628,C,468,CK54,2023-02-27T09:37:40,BLK 638-643 CHOA CHU KANG STREET 64,18629.4583,42224.5521,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.15,Y,1.3981368406612198,103.74911670029505
120,C,95,HE17,2023-02-27T09:36:44,BLK 93/96 HENDERSON RD,26561.0277,29871.6493,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.2864230609884169,103.82038883426803
98,C,60,SPS,2023-02-27T09:28:09,BLK 101/102 SPOTTISWOODE PARK CAR PARK,28317.6841,28619.0984,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.5,N,1.275095461256851,103.83617308630515
213,C,23,TB10,2023-02-27T09:24:03,BLK 38/40 TELOK BLANGAH RISE,26874.703,28321.7568,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N,1.2724063895047217,103.82320738795562
154,C,79,TB11,2023-02-27T09:28:09,BLK 42/43 TELOK BLANGAH RISE,26911.2155,28123.4116,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N,1.270612626227367,103.82353547243773
20,C,0,TB22,2023-02-27T09:28:39,BLK 79/80/81 TELOK BLANGAH DRIVE,25135.612,28488.1817,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.2739113685398986,103.8075810262179
50,C,0,TB23,2023-02-27T09:36:04,DEPOT ROAD LORRY PARK,25985.6543,29309.834,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.2813421691042253,103.81521890869696
18,C,0,TB28,2023-02-27T09:29:09,BLK 45 TELOK BLANGAH DRIVE,25306.0,28279.5996,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.2720250401511513,103.80911204099417
46,C,40,TB4A,2019-11-01T07:59:49,BLK 18 & 19 TELOK BLANGAH CRESCENT,26789.3262,28899.8419,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0.0,4.5,N,1.2776343854674193,103.82244022525481
133,C,75,TB6,2023-02-27T09:27:03,BLK 27/33 TELOK BLANGAH WAY,26757.168,28492.5299,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.273950797221028,103.82215128778147
194,C,129,TB7,2023-02-27T09:27:03,BLK 29/32 TELOK BLANGAH RISE,26673.4648,28437.3189,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N,1.2734514848822975,103.82139918679454
85,C,54,TB8,2023-02-27T09:30:59,BLK 30/31 TELOK BLANGAH RISE,26601.755,28348.037,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N,1.2726440475687413,103.8207548525513
593,C,252,TBCM,2023-02-27T09:24:04,BLK 16A TELOK BLANGAH CRESCENT,26642.874,28889.9336,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.277544772322182,103.82112429824376
90,C,9,TE1,2023-02-27T09:31:01,BLK 115-117 JALAN BUKIT MERAH,27236.0312,29306.6816,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.2813137150572245,103.82645402589348
64,C,41,YHS,2023-02-27T09:24:25,BLK 11/12/13 YORK HILL CAR PARK,28508.3965,29880.2227,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.2865006247607813,103.83788672656203
1399,C,1102,JM5,2023-02-27T09:37:57,BLK 664 JURONG WEST ST 64,13512.8021,35739.3606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13.0,2.15,N,1.3394851242121102,103.70314264442648
702,C,480,JM6,2020-11-10T08:26:24,BLK 663 JURONG WEST ST 65,13359.4862,35709.3734,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13.0,2.15,N,1.3392138572978476,103.70176502840748
478,C,364,JM8,2019-11-07T00:45:46,BLK 667 JURONG WEST ST 65,13330.2931,35944.9436,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.1,N,1.3413442507193378,103.70150259793448
345,C,254,JM9,2023-02-27T09:37:49,BLK 650 JURONG WEST ST 61,12808.9157,35648.0735,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.338659212090341,103.69681787145721
223,C,149,TJ27,2023-02-27T09:37:49,BLK 151/154 YUNG HO ROAD,15507.4392,34380.5493,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3271974323385998,103.72106615550845
306,C,299,TJ29,2023-02-27T09:37:49,BLK 155A YUNG LOH ROAD,15645.0192,34485.0749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3281427792350164,103.72230234256993
745,C,545,TJ30,2023-02-27T09:37:45,BLK 163A YUNG PING ROAD,15638.0002,34701.6525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.330101423802957,103.72223918558431
543,C,341,TJ32,2023-02-27T09:37:45,BLK 346A KANG CHING ROAD,15409.2144,35801.6725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.0,N,1.3400495011789706,103.72018296672009
441,C,330,TJ33,2023-02-27T09:38:17,BLK 328A TAH CHING ROAD,15750.5079,35476.5566,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N,1.337109414406706,103.72324981677099
305,C,224,TJ36,2023-02-27T09:38:17,BLK 121A YUAN CHING RD,15892.9516,35376.8603,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.1,N,1.3362078554823669,103.72452979381994
296,C,154,TP4A,2020-03-31T20:07:31,BLK 4A LORONG 7 TOA PAYOH,30471.7791,35715.3312,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.15,N,1.339271189725481,103.8555289746188
303,C,228,CV1,2023-02-27T09:37:54,BLK 1/1A TELOK PAKU ROAD,45233.8667,41140.4649,MECHANISED AND SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,3.8,N,1.388329162827992,103.98817800327289
86,C,57,CV3,2023-02-27T09:37:45,BLK 5 CHANGI VILLAGE ROAD,45045.6516,41323.3393,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,3.8,N,1.3899831182201972,103.9864868577462
453,C,313,PM32,2023-02-27T09:37:42,BLK 631A PASIR RIS DRIVE 3,39883.2972,40142.5172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.0,N,1.3793067735982882,103.94009872430271
448,C,297,PM33,2023-02-27T09:37:42,BLK 635A PASIR RIS DRIVE 1,39858.5997,39896.3925,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.0,N,1.3770809237481751,103.93987670048551
441,C,277,PM34,2023-02-27T09:37:42,BLK 649A PASIR RIS DRIVE 10,39728.975,39998.0806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.0,N,1.3780006050848774,103.93871197024471
1178,C,750,Y19,2023-02-27T09:37:29,BLK 265/289 YISHUN STREET 22/AVENUE 6,28538.5011,46605.7561,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.437760383486438,103.83815752931207
247,C,148,Y18,2023-02-27T09:37:15,BLK 258/264 YISHUN STREET 22,28689.2205,46383.1673,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.4357473677559185,103.8395118828426
304,C,212,Y26,2023-02-27T09:37:17,BLK 816/820 YISHUN STREET 81,28057.7461,43852.7148,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.4128628780397983,103.8338374772831
8,C,6,S28L,2023-02-27T09:37:29,BLK 489 ADMIRALTY LINK,26156.746,48492.1384,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,0.0,N,1.4548200839405911,103.8167550426614
31,C,15,CV2,2023-02-27T09:36:55,BLK 3 CHANGI VILLAGE ROAD,45212.8158,41314.4339,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.389902482766778,103.98798894765093
24,C,3,S30L,2023-02-27T09:31:28,SENGKANG EAST WAY,34845.4319,41829.1525,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,0.0,N,1.3945617002088753,103.894830225379
426,C,363,SK30,2023-02-27T09:31:27,BLK 260 SENGKANG EAST WAY,34957.9524,41736.067,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3937198420676984,103.89584128890573
618,C,498,SK31,2023-02-27T09:33:33,BLK 195A RIVERVALE DRIVE,35706.3126,41679.5157,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3932082235368286,103.90256587963744
656,C,492,SK38,2023-02-27T09:31:28,BLK 261 COMPASSVALE STREET,34829.7614,41852.9235,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13.0,2.15,N,1.3947766801720605,103.89468941910236
17,C,0,SK59,2023-02-27T09:31:28,BLK 263 COMPASSVALE STREET,34958.0485,41925.5733,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.3954336679585884,103.89584219765426
490,C,377,W79,2023-02-27T09:37:02,BLK 773A WOODLANDS DRIVE 60,24123.1011,47708.2983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4477311107371855,103.79848075891499
322,C,256,W80,2023-02-27T09:37:02,BLK 775A WOODLANDS CRESCENT,24330.2647,47756.4455,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.4481665644776578,103.80034232483115
401,C,309,W87,2023-02-27T09:36:08,BLK 649A WOODLANDS RING ROAD,24317.8529,46691.9568,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4385397149030177,103.80023093157095
443,C,357,W88,2023-02-27T09:36:08,BLK 656A WOODLANDS RING ROAD,24149.2668,46546.1362,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4372209438665433,103.79871604274011
389,C,299,W92,2023-02-27T09:36:41,BLK 633A WOODLANDS RING ROAD,24520.8714,46439.9443,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.436260631413484,103.80205527963079
520,C,504,SK94,2023-02-27T09:34:40,BLK 329 ANCHORVALE STREET,34234.9599,42028.5626,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N,1.3963652304633831,103.88934469373004
41,C,6,SD4,2023-02-27T09:36:02,BLK 52 SIMS PLACE,33222.1008,33206.111,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3165783475838226,103.88024180819582
173,C,112,PM12,2023-02-27T09:37:49,BLK 272A PASIR RIS STREET 21,42657.807,38550.2316,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,1.9,N,1.3649054929788302,103.96502890331404
400,C,192,MP3M,2023-02-27T09:26:09,BLK 12A MARINE TERRACE,37128.3266,31854.8695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,2.05,N,1.304357295530727,103.9153408153675
302,C,301,MP4M,2020-02-01T08:35:13,BLK 16A MARINE TERRACE,37001.0531,31814.983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,2.05,N,1.3039966136773664,103.91419719336623
248,C,159,PM38,2023-02-27T09:35:02,BLK 736A PASIR RIS DRIVE 10,39565.4411,40102.7854,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.378947581223809,103.93724254160915
18,C,0,EPL,2023-02-27T09:37:45,BLK 1/7 EVERTON PARK,28733.8679,28847.7781,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,4.5,N,1.2771635534654588,103.83991265403958
160,C,41,B86,2023-02-27T09:38:42,BLK 114A BEDOK NORTH ST 2,39379.4586,34770.0381,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,2.15,N,1.3307202632277364,103.9355693327068
616,C,218,MP2M,2023-02-27T09:31:02,BLK 35A MARINE CRESCENT,36854.4147,31775.1611,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6.0,2.15,N,1.303636521036433,103.91287956925623
263,C,192,BE25,2023-02-27T09:35:58,BLK 207A BISHAN STREET 23,29668.2541,37471.6058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,1.9,N,1.3551543675245747,103.8483089249273
